# RUN PARAMETERS: 
# --------------- 
# /home/jchai/.local/bin/run_fishtaco.py {'single_function_filter': None, 'permutation_mode': 'blocks', 'case_label': '1', 'multiple_hypothesis_correction': 'FDR-0.05', 'da_result_file': None, 'write_log': True, 'taxa_to_function_file': None, 'output_pref': 'fishtaco_out', 'map_function_level': 'none', 'max_da_functions_cases_controls': None, 'taxa_abun_file': 'otu_table_l6.txt', 'normalization_mode': 'scale_permuted', 'apply_inference': True, 'residual_mode': 'remove_residual', 'taxa_assessment_method': 'single_taxa', 'functional_profile_already_corrected_with_musicc': True, 'function_abun_file': 'l3_relative.txt', 'na_rep': 'NA', 'number_of_shapley_orderings_per_taxa': '5', 'perform_inference_on_ko_level': False, 'class_file': 'SampleLable.txt', 'map_function_file': None, 'score_to_compute': 'wilcoxon', 'control_label': '0', 'number_of_permutations': '100', 'max_score_cutoff': '100', 'multi_function_filter_list': None}
#
# LEGEND: 
# ------- 
# a:case-associated and driving case-enrichment; 
# b:case-associated and attenuating case-enrichment; 
# c:control-associated and driving case-enrichment; 
# d:control-associated and attenuating case-enrichment; 
#
# TAXON-LEVEL CONTRIBUTION VALUES: 
# -------------------------------- 
#
Taxa	ABC_transporters	Arachidonic_acid_metabolism	Bacterial_chemotaxis	Bacterial_motility_proteins	Biosynthesis_of_siderophore_group_nonribosomal_peptides	Biosynthesis_of_unsaturated_fatty_acids	Bisphenol_degradation	Carbohydrate_digestion_and_absorption	Carbohydrate_metabolism	Cysteine_and_methionine_metabolism	DNA_repair_and_recombination_proteins	Ethylbenzene_degradation	Flavone_and_flavonol_biosynthesis	Glutathione_metabolism	Glycosyltransferases	Glyoxylate_and_dicarboxylate_metabolism	Insulin_signaling_pathway	Lipid_metabolism	Meiosis___yeast	Nitrogen_metabolism	Other_ion_coupled_transporters	Others	Pathways_in_cancer	Pentose_and_glucuronate_interconversions	Peptidoglycan_biosynthesis	Plant_pathogen_interaction	Porphyrin_and_chlorophyll_metabolism	Renal_cell_carcinoma	Retinol_metabolism	Selenocompound_metabolism	Signal_transduction_mechanisms	Sulfur_metabolism	Transcription_factors	Transcription_machinery	Transporters	Vibrio_cholerae_pathogenic_cycle	Zeatin_biosynthesis
OTU403_Treponema	c:0.00160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00480384461415	d:0.0	d:0.0	d:0.0	c:0.0240192230708	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00160128153805	c:0.0032025630761	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0112089707664	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU404_Ruminococcaceae_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:-0.0112089707664	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU405_Firmicutes_unclassified	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00800640769025	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU406_Proteobacteria_unclassified	c:0.0224179415327	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0160128153805	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00800640769025	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0128102523044	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU407_Prevotellaceae_unclassified	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0144115338425	c:0.00480384461415	d:0.0	d:0.0	d:0.0	c:0.00800640769025	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0128102523044	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU408_Bacteroidetes_unclassified	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00800640769025	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00800640769025	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0192153784566	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU409_Intestinimonas	c:0.00480384461415	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00480384461415	d:0.0	d:0.0	d:0.0	c:0.0112089707664	d:0.0	d:0.0	c:0.00800640769025	d:0.0	d:0.0	d:0.0	c:0.00480384461415	c:0.0064051261522	d:0.0	c:0.00800640769025	d:0.0	c:0.0192153784566	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0032025630761	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU40_Bacteroidetes_unclassified	b:-0.0608486984459	b:-0.030424349223	b:-0.0432346015274	b:-0.0336269122991	b:-0.032025630761	b:0.0	b:-0.0576461353698	b:-0.0144115338425	b:0.0	b:-0.0256205046088	b:-0.0512410092176	b:-0.0112089707664	b:0.0	b:-0.0352281938371	b:-0.0800640769025	b:-0.104083299973	b:0.0	b:-0.094475610745	b:0.0	b:-0.0608486984459	b:-0.094475610745	b:-0.0672538245981	b:-0.176140969186	b:0.0	b:-0.128102523044	b:-0.0224179415327	b:-0.0800640769025	b:0.0	b:-0.0160128153805	b:-0.0592474169079	b:-0.0448358830654	b:-0.064051261522	b:-0.032025630761	b:-0.0240192230708	b:-0.0112089707664	b:-0.00800640769025	b:-0.0256205046088
OTU410_Porphyromonadaceae_unclassified	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0112089707664	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	c:0.00480384461415	d:0.0	c:0.00800640769025	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU411_Clostridia_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0288230676849	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0384307569132	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU412_Treponema	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0176140969186	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0144115338425	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU413_Clostridium.XlVb	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0352281938371	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0384307569132	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU414_Spirochaetaceae_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU415_Dorea	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0112089707664	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU416_Bacteroidetes_unclassified	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0160128153805	c:0.00480384461415	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU417_Porphyromonadaceae_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU418_Bacteroidetes_unclassified	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0336269122991	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0176140969186	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU419_Firmicutes_unclassified	c:0.00160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00480384461415	d:0.0	d:0.0	d:0.0	c:0.0240192230708	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	c:0.0064051261522	c:0.0032025630761	d:0.0	c:0.0176140969186	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00480384461415	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU41_Alloprevotella	c:0.0576461353698	c:0.0400320384513	c:0.0368294753752	c:0.0368294753752	c:0.0400320384513	c:0.0352281938371	c:0.102482018435	c:0.0064051261522	c:0.0128102523044	c:0.0336269122991	c:0.0736589507503	c:0.0480384461415	d:0.0	c:0.0464371646035	c:0.0800640769025	c:0.0704563876742	c:0.0256205046088	c:0.0800640769025	c:0.0144115338425	c:0.0672538245981	c:0.113690989202	c:0.062449979984	c:0.100880736897	c:0.0208166599947	c:0.0816653584406	c:0.0336269122991	c:0.0704563876742	c:0.0064051261522	c:0.0128102523044	c:0.062449979984	c:0.064051261522	c:0.0528422907557	c:0.0544435722937	c:0.062449979984	c:0.0560448538318	c:0.0384307569132	c:0.0400320384513
OTU420_Paraprevotella	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU421_Sphaerochaeta	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0112089707664	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0192153784566	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU422_Porphyromonadaceae_unclassified	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0208166599947	c:0.00480384461415	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU423_Acidaminococcus	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0352281938371	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0064051261522	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU424_Bacteroides	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:-0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU425_Bacteria_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:-0.00160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU426_Bacteroidetes_unclassified	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0176140969186	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU427_Paraprevotella	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU428_Weissella	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00800640769025	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU429_Bacteroidetes_unclassified	c:0.0128102523044	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0144115338425	d:0.0	c:0.00160128153805	d:0.0	d:0.0	c:0.00800640769025	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU42_Prevotella	a:0.0224179415327	a:0.0448358830654	a:0.0288230676849	a:0.0224179415327	a:0.0352281938371	a:0.00800640769025	a:0.0976781738211	a:0.0160128153805	a:0.0064051261522	a:0.0224179415327	a:0.0816653584406	a:0.032025630761	b:0.0	a:0.0688551061362	a:0.0416333199893	a:0.0784627953645	a:0.0160128153805	a:0.0576461353698	a:0.0256205046088	a:0.0704563876742	a:0.0528422907557	a:0.0336269122991	a:0.064051261522	a:0.0528422907557	a:0.0432346015274	a:0.0704563876742	a:0.0416333199893	a:0.00800640769025	a:0.00480384461415	a:0.0560448538318	a:0.0448358830654	a:0.0528422907557	a:0.0464371646035	a:0.0704563876742	a:0.0752602322884	a:0.0224179415327	a:0.0480384461415
OTU430_Clostridiales_unclassified	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0288230676849	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0192153784566	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU431_Treponema	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0240192230708	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU432_Lachnospiraceae_unclassified	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0240192230708	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU433_Bacteria_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:-2.22044604925e-18	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU434_Clostridium.IV	b:-0.0064051261522	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0144115338425	b:0.0	b:0.0	b:0.0	b:-0.0032025630761	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0112089707664	b:-0.0112089707664	b:0.0	b:-0.0064051261522	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0064051261522	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU435_Bacteroidetes_unclassified	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0112089707664	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0160128153805	c:0.00480384461415	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU436_Lachnospiraceae_unclassified	b:-0.00960768922831	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00480384461415	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0176140969186	b:-0.00160128153805	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00160128153805	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU437_Neisseria	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0192153784566	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU438_Desulfovibrionales_unclassified	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0112089707664	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU439_Ruminococcus	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU43_Bacteroidetes_unclassified	c:0.0896717661308	c:0.0256205046088	c:0.0416333199893	c:0.0368294753752	c:0.0432346015274	c:0.0432346015274	c:0.11529227074	c:0.0352281938371	c:0.0032025630761	c:0.0864692030547	c:0.145716619963	c:0.0512410092176	d:0.0	c:0.0992794553592	c:0.110488426126	c:0.0896717661308	c:0.0112089707664	c:0.110488426126	c:0.00800640769025	c:0.0992794553592	c:0.171337124571	c:0.0736589507503	c:0.116893552278	c:0.0272217861469	c:0.0672538245981	c:0.0608486984459	c:0.134507649196	c:0.0112089707664	c:0.0272217861469	c:0.0704563876742	c:0.0656525430601	c:0.0720576692123	c:0.0544435722937	c:0.0960768922831	c:0.0736589507503	c:0.0416333199893	c:0.0544435722937
OTU440_Lachnospiraceae_unclassified	b:-0.00160128153805	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0064051261522	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00800640769025	b:-0.00800640769025	b:0.0	b:-0.00800640769025	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00480384461415	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU441_Prevotella	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU442_Proteobacteria_unclassified	c:0.0112089707664	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0176140969186	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0112089707664	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00960768922831	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00800640769025	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU443_Subdivision5_genera_incertae_sedis	c:0.0128102523044	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0272217861469	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU444_Prevotella	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00800640769025	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU445_Bacteroidales_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU446_Methanomassiliicoccus	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU447_Firmicutes_unclassified	c:0.0032025630761	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0240192230708	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0032025630761	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
