# RUN PARAMETERS: 
# --------------- 
# /home/jchai/.local/bin/run_fishtaco.py {'single_function_filter': None, 'permutation_mode': 'blocks', 'case_label': '1', 'multiple_hypothesis_correction': 'FDR-0.05', 'da_result_file': None, 'write_log': True, 'taxa_to_function_file': None, 'output_pref': 'fishtaco_out', 'map_function_level': 'none', 'max_da_functions_cases_controls': None, 'taxa_abun_file': 'otu_table_l6.txt', 'normalization_mode': 'scale_permuted', 'apply_inference': True, 'residual_mode': 'remove_residual', 'taxa_assessment_method': 'single_taxa', 'functional_profile_already_corrected_with_musicc': True, 'function_abun_file': 'l3_relative.txt', 'na_rep': 'NA', 'number_of_shapley_orderings_per_taxa': '5', 'perform_inference_on_ko_level': False, 'class_file': 'SampleLable.txt', 'map_function_file': None, 'score_to_compute': 'wilcoxon', 'control_label': '0', 'number_of_permutations': '100', 'max_score_cutoff': '100', 'multi_function_filter_list': None}
#
# LEGEND: 
# ------- 
# a:case-associated and driving case-enrichment; 
# b:case-associated and attenuating case-enrichment; 
# c:control-associated and driving case-enrichment; 
# d:control-associated and attenuating case-enrichment; 
#
# TAXON-LEVEL CONTRIBUTION VALUES: 
# -------------------------------- 
#
Taxa	ABC_transporters	Arachidonic_acid_metabolism	Bacterial_chemotaxis	Bacterial_motility_proteins	Biosynthesis_of_siderophore_group_nonribosomal_peptides	Biosynthesis_of_unsaturated_fatty_acids	Bisphenol_degradation	Carbohydrate_digestion_and_absorption	Carbohydrate_metabolism	Cysteine_and_methionine_metabolism	DNA_repair_and_recombination_proteins	Ethylbenzene_degradation	Flavone_and_flavonol_biosynthesis	Glutathione_metabolism	Glycosyltransferases	Glyoxylate_and_dicarboxylate_metabolism	Insulin_signaling_pathway	Lipid_metabolism	Meiosis___yeast	Nitrogen_metabolism	Other_ion_coupled_transporters	Others	Pathways_in_cancer	Pentose_and_glucuronate_interconversions	Peptidoglycan_biosynthesis	Plant_pathogen_interaction	Porphyrin_and_chlorophyll_metabolism	Renal_cell_carcinoma	Retinol_metabolism	Selenocompound_metabolism	Signal_transduction_mechanisms	Sulfur_metabolism	Transcription_factors	Transcription_machinery	Transporters	Vibrio_cholerae_pathogenic_cycle	Zeatin_biosynthesis
OTU12_Selenomonas	b:-0.118494833816	b:-0.0464371646035	b:-0.0416333199893	b:-0.0224179415327	b:-0.0368294753752	b:-0.0512410092176	b:-0.0864692030547	a:0.00800640769025	b:-0.030424349223	b:-0.064051261522	b:-0.120096115354	b:-0.0720576692123	b:-0.00160128153805	b:-0.0992794553592	b:-0.0720576692123	b:-0.120096115354	b:-0.0496397276796	b:-0.0768615138264	b:-0.0256205046088	b:-0.105684581511	b:-0.129703804582	b:-0.110488426126	b:-0.158526872267	b:-0.0608486984459	b:-0.104083299973	b:-0.100880736897	b:-0.116893552278	b:-0.030424349223	b:-0.0464371646035	b:-0.0816653584406	b:-0.0608486984459	b:-0.092874329207	b:-0.0288230676849	b:-0.105684581511	b:-0.11529227074	b:-0.064051261522	b:-0.0672538245981
OTU130_Clostridiales_unclassified	c:0.0464371646035	d:0.0	c:0.0256205046088	c:0.00480384461415	c:0.00960768922831	c:0.0064051261522	c:0.0432346015274	c:0.0128102523044	d:0.0	c:0.0448358830654	c:0.0560448538318	c:0.00960768922831	d:0.0	c:0.0432346015274	c:0.0576461353698	c:0.0384307569132	d:0.0	c:0.032025630761	d:0.0	c:0.0208166599947	c:0.0512410092176	c:0.0144115338425	c:0.0464371646035	c:0.00480384461415	c:0.0208166599947	d:0.0	c:0.0368294753752	d:0.0	c:0.00480384461415	c:0.0192153784566	c:0.0256205046088	c:0.0416333199893	c:0.0192153784566	c:0.030424349223	c:0.0224179415327	c:0.0112089707664	c:0.0112089707664
OTU131_Bacteroidetes_unclassified	c:0.0240192230708	d:0.0	c:0.0336269122991	c:0.0272217861469	c:0.0240192230708	c:0.0160128153805	c:0.0176140969186	d:0.0	d:0.0	c:0.0336269122991	c:0.0224179415327	c:0.0176140969186	d:0.0	c:0.030424349223	c:0.0800640769025	c:0.0560448538318	d:0.0	c:0.0544435722937	d:0.0	c:0.0448358830654	c:0.0688551061362	c:0.0208166599947	c:0.0224179415327	d:0.0	c:0.0448358830654	d:0.0	c:0.0176140969186	d:0.0	d:0.0	c:0.0160128153805	c:0.0240192230708	c:0.0128102523044	c:0.0176140969186	d:0.0	c:0.0064051261522	c:0.0112089707664	c:0.00800640769025
OTU132_Pyramidobacter	c:0.0400320384513	d:0.0	c:0.0240192230708	c:0.0272217861469	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.00160128153805	c:0.00960768922831	d:0.0	d:0.0	c:0.0176140969186	c:0.0192153784566	c:0.0112089707664	d:0.0	c:0.032025630761	d:0.0	c:0.0704563876742	c:0.00160128153805	d:-0.0032025630761	c:0.0464371646035	d:0.0	c:0.0608486984459	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0128102523044	d:0.0	c:0.00800640769025	d:0.0	d:0.0	d:0.0	c:0.00800640769025	d:0.0
OTU133_Methanobrevibacter	b:-0.00960768922831	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00480384461415	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0032025630761	b:-0.00160128153805	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00160128153805	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU134_Prevotella	c:0.0240192230708	d:0.0	c:0.0208166599947	c:0.0160128153805	c:0.0144115338425	c:0.0272217861469	c:0.0352281938371	c:0.032025630761	d:0.0	c:0.0288230676849	c:0.0560448538318	c:0.0064051261522	d:0.0	c:0.0128102523044	c:0.0544435722937	c:0.0192153784566	d:0.0	c:0.0256205046088	d:0.0	c:0.0672538245981	c:0.0384307569132	c:0.0288230676849	c:0.0272217861469	d:0.0	c:0.0960768922831	d:0.0	c:0.0512410092176	d:0.0	c:0.0144115338425	c:0.0208166599947	c:0.0224179415327	c:0.0336269122991	c:0.00480384461415	d:0.0	c:0.0160128153805	c:0.0128102523044	d:0.0
OTU135_Prevotella	b:-0.0176140969186	b:-0.0064051261522	b:-0.0144115338425	b:-0.00800640769025	b:-0.0224179415327	b:-0.00960768922831	b:-0.0352281938371	b:-0.0128102523044	b:0.0	b:-0.0352281938371	b:-0.0416333199893	b:-0.0112089707664	b:0.0	b:-0.0272217861469	b:-0.0224179415327	b:-0.0384307569132	b:0.0	b:-0.0208166599947	b:0.0	b:-0.0224179415327	b:-0.0256205046088	b:-0.0064051261522	b:-0.0400320384513	b:0.0	b:-0.0496397276796	b:-0.00480384461415	b:-0.0336269122991	b:0.0	b:-0.00800640769025	b:-0.032025630761	b:-0.0144115338425	b:-0.0176140969186	b:-0.00480384461415	b:-0.0256205046088	b:-0.0176140969186	b:-0.0208166599947	b:-0.00960768922831
OTU136_Treponema	b:-0.0064051261522	b:0.0	b:-0.00800640769025	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0192153784566	b:-0.00800640769025	b:-0.00960768922831	b:0.0	b:-0.00960768922831	b:0.0	b:-0.00160128153805	b:-0.00480384461415	b:-0.0176140969186	b:-0.0064051261522	b:0.0	b:-0.0176140969186	b:0.0	b:-0.0240192230708	b:0.0	b:0.0	b:0.0	b:0.0	a:0.00160128153805	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU137_Escherichia.Shigella	c:0.0224179415327	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0128102523044	d:0.0	d:0.0	c:0.0144115338425	c:0.0176140969186	c:0.0128102523044	d:0.0	c:0.0352281938371	d:0.0	c:0.0256205046088	c:0.0032025630761	c:0.0064051261522	c:0.0112089707664	d:0.0	c:0.0816653584406	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0128102523044	d:0.0	d:0.0	d:0.0	c:0.00480384461415	d:0.0
OTU138_Prevotella	c:0.0656525430601	d:0.0	c:0.00480384461415	c:0.00480384461415	c:0.00800640769025	c:0.00160128153805	c:0.0288230676849	c:0.00960768922831	d:0.0	c:0.00960768922831	c:0.0336269122991	c:0.0288230676849	d:0.0	c:0.00960768922831	c:0.0336269122991	c:0.032025630761	d:0.0	c:0.0224179415327	d:0.0	c:0.0496397276796	c:0.0352281938371	c:0.0368294753752	c:0.0464371646035	d:0.0	c:0.112089707664	d:0.0	c:0.0384307569132	d:0.0	c:0.0032025630761	c:0.0032025630761	c:0.0224179415327	c:0.0384307569132	c:0.0112089707664	c:0.00960768922831	c:0.00800640769025	c:0.0032025630761	c:0.0064051261522
OTU139_Bacteroidetes_unclassified	c:0.0368294753752	d:0.0	c:0.00800640769025	c:0.00480384461415	c:0.0240192230708	c:0.0272217861469	c:0.0224179415327	d:0.0	d:0.0	c:0.0368294753752	c:0.0352281938371	c:0.00480384461415	d:0.0	c:0.0208166599947	c:0.0608486984459	c:0.030424349223	d:0.0	c:0.0688551061362	d:0.0	c:0.064051261522	c:0.0592474169079	c:0.0208166599947	c:0.0400320384513	d:0.0	c:0.032025630761	d:0.0	c:0.0208166599947	d:0.0	d:0.0	c:0.0240192230708	c:0.0224179415327	c:0.030424349223	c:0.00800640769025	d:0.0	c:0.00480384461415	c:0.0112089707664	c:0.0160128153805
OTU13_Prevotella	b:-0.26261017224	b:-0.12329867843	b:-0.176140969186	b:-0.145716619963	b:-0.0848679215167	b:-0.121697396892	b:-0.318655026072	b:-0.0752602322884	b:-0.0912730476689	b:-0.166533279957	b:-0.26261017224	b:-0.124899959968	a:0.82946383671	b:-0.313851181458	b:-0.206565318409	b:-0.174539687648	b:-0.152121746115	a:0.680544653672	a:0.475580616801	b:-0.264211453778	b:-0.285028113773	b:-0.307446055306	b:-0.433947296812	b:-0.166533279957	b:-0.341072967605	b:-0.253002483012	b:-0.301040929154	a:0.481985742953	b:-0.100880736897	a:0.678943372134	b:-0.235388386093	b:-0.233787104555	b:-0.204964036871	b:-0.217774289175	b:-0.220976852251	b:-0.13931149381	b:-0.187349939952
OTU140_Anaerovibrio	b:-0.00960768922831	b:0.0	b:-0.00800640769025	b:-0.00800640769025	b:0.0	b:0.0	b:-0.0064051261522	b:0.0	b:0.0	b:-0.0032025630761	b:-0.0160128153805	b:0.0	b:0.0	b:0.0	b:-0.0288230676849	b:-0.00800640769025	b:0.0	b:-0.0176140969186	b:0.0	a:0.0176140969186	b:-0.0112089707664	b:-0.0432346015274	b:-0.0544435722937	b:0.0	b:-0.0256205046088	b:0.0	b:-0.0064051261522	b:0.0	b:0.0	b:-0.00160128153805	b:-0.00160128153805	b:-0.00960768922831	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU141_Prevotella	c:0.0336269122991	d:0.0	c:0.0272217861469	c:0.0144115338425	c:0.0176140969186	c:0.00800640769025	c:0.0256205046088	c:0.0224179415327	d:0.0	c:0.0336269122991	c:0.0448358830654	c:0.030424349223	d:0.0	c:0.0112089707664	c:0.032025630761	c:0.0336269122991	d:0.0	c:0.0512410092176	d:0.0	c:0.0576461353698	c:0.064051261522	c:0.0288230676849	c:0.0384307569132	d:0.0	c:0.0496397276796	d:0.0	c:0.0352281938371	d:0.0	c:0.00960768922831	c:0.0144115338425	c:0.0192153784566	c:0.0528422907557	c:0.0192153784566	d:0.0	c:0.0128102523044	c:0.00800640769025	c:0.0128102523044
OTU142_Bacteroidales_unclassified	c:0.0208166599947	d:0.0	d:0.0	d:0.0	c:0.00960768922831	c:0.00960768922831	c:0.0240192230708	c:0.00960768922831	d:0.0	c:0.0192153784566	c:0.030424349223	c:0.0032025630761	d:0.0	c:0.0128102523044	c:0.0208166599947	c:0.0288230676849	d:0.0	c:0.0208166599947	d:0.0	c:0.0256205046088	c:0.0416333199893	c:0.0176140969186	c:0.030424349223	d:0.0	c:0.0464371646035	d:0.0	c:0.0336269122991	d:0.0	c:0.00160128153805	c:0.0192153784566	c:0.0448358830654	c:0.0176140969186	c:0.00480384461415	c:0.0144115338425	c:0.00800640769025	c:0.0064051261522	d:0.0
OTU143_Fibrobacter	b:-0.0128102523044	b:0.0	b:-0.0192153784566	b:-0.0064051261522	b:0.0	b:0.0	b:-0.0192153784566	b:0.0	b:0.0	b:-0.0064051261522	b:-0.0544435722937	b:0.0	b:0.0	b:0.0	b:-0.0240192230708	b:-0.0192153784566	b:0.0	b:-0.0240192230708	b:0.0	a:0.0176140969186	b:-0.0144115338425	b:-0.00800640769025	b:-0.0464371646035	b:0.0	b:-0.032025630761	b:0.0	b:-0.0112089707664	b:0.0	b:-0.0032025630761	b:-0.0160128153805	a:0.00160128153805	b:-0.0208166599947	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU144_Saccharofermentans	c:0.0192153784566	d:0.0	c:0.00800640769025	c:0.00480384461415	c:0.00800640769025	c:0.00160128153805	c:0.0064051261522	c:0.00960768922831	c:0.00480384461415	c:0.0224179415327	c:0.0240192230708	c:0.00160128153805	d:0.0	c:0.0064051261522	c:0.0240192230708	c:0.032025630761	d:0.0	c:0.030424349223	d:0.0	c:0.0464371646035	c:0.0416333199893	c:0.0144115338425	c:0.0208166599947	c:0.0032025630761	c:0.0432346015274	d:0.0	c:0.0192153784566	d:0.0	c:0.0032025630761	c:0.0032025630761	c:0.0224179415327	c:0.030424349223	c:0.0112089707664	c:0.0112089707664	c:0.00800640769025	c:0.0032025630761	c:0.0064051261522
OTU145_Ruminococcaceae_unclassified	b:-0.0256205046088	b:0.0	b:-0.0160128153805	b:-0.00800640769025	b:-0.00480384461415	b:-0.00480384461415	b:-0.0272217861469	b:-0.0064051261522	b:0.0	b:-0.00800640769025	b:-0.0288230676849	b:-0.00960768922831	b:0.0	b:0.0	b:-0.0128102523044	b:-0.0160128153805	b:0.0	b:-0.0272217861469	b:0.0	a:0.00480384461415	b:-0.0144115338425	b:-0.0208166599947	b:-0.0528422907557	b:0.0	b:-0.0448358830654	b:-0.00160128153805	b:-0.0208166599947	b:0.0	b:-0.00800640769025	b:-0.0032025630761	b:-0.0352281938371	b:-0.0032025630761	b:-0.00960768922831	b:-0.0112089707664	b:-0.0112089707664	b:-0.00960768922831	b:-0.0112089707664
OTU146_Prevotella	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU147_Bacteroidales_unclassified	c:0.0384307569132	d:0.0	c:0.0128102523044	c:0.0128102523044	c:0.0176140969186	c:0.00960768922831	c:0.032025630761	c:0.0464371646035	d:0.0	c:0.0160128153805	c:0.0336269122991	c:0.00800640769025	d:0.0	c:0.00960768922831	c:0.0368294753752	c:0.032025630761	d:0.0	c:0.0448358830654	d:0.0	c:0.0576461353698	c:0.030424349223	c:0.0368294753752	c:0.0224179415327	d:0.0	c:0.116893552278	d:0.0	c:0.0464371646035	d:0.0	c:0.00800640769025	c:0.00960768922831	c:0.0032025630761	c:0.0336269122991	c:0.00800640769025	d:0.0	c:0.0112089707664	c:0.00960768922831	c:0.0064051261522
OTU148_Lachnospiraceae_unclassified	b:-0.0160128153805	b:0.0	b:-0.0128102523044	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0208166599947	b:0.0	b:0.0	b:-0.0192153784566	b:-0.0112089707664	b:0.0	b:0.0	b:-0.00960768922831	b:0.0	b:-0.0064051261522	b:0.0	b:-0.0432346015274	b:-0.0128102523044	b:0.0	b:-0.0208166599947	b:0.0	b:-0.0128102523044	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0128102523044	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU149_Paraprevotella	b:-0.0176140969186	b:0.0	b:-0.00800640769025	b:-0.00800640769025	b:-0.00960768922831	b:-0.00960768922831	b:-0.032025630761	b:-0.0128102523044	b:0.0	b:-0.0352281938371	b:-0.0224179415327	b:-0.0112089707664	b:0.0	b:-0.0192153784566	b:-0.0224179415327	b:-0.0176140969186	b:0.0	b:-0.0208166599947	b:0.0	b:-0.0224179415327	b:-0.0256205046088	b:-0.0032025630761	b:-0.0288230676849	b:0.0	b:-0.0496397276796	b:0.0	b:-0.0272217861469	b:0.0	b:-0.00800640769025	b:-0.00800640769025	b:-0.0144115338425	b:-0.0128102523044	b:-0.00480384461415	b:-0.0064051261522	b:-0.0176140969186	b:-0.032025630761	b:0.0
OTU14_Prevotella	b:-0.0144115338425	b:-0.0064051261522	b:-0.0112089707664	b:-0.00480384461415	b:-0.00480384461415	b:0.0	b:-0.0224179415327	b:-0.00800640769025	b:0.0	b:-0.0160128153805	a:0.00160128153805	b:-0.0112089707664	b:0.0	b:-0.0176140969186	b:-0.0272217861469	b:-0.032025630761	b:0.0	b:-0.0160128153805	b:0.0	b:-0.0240192230708	b:-0.030424349223	b:-0.0176140969186	b:-0.0400320384513	b:0.0	b:-0.0416333199893	b:0.0	b:-0.0192153784566	b:0.0	b:-0.00800640769025	b:-0.0064051261522	b:-0.0176140969186	b:-0.0208166599947	b:-0.0064051261522	b:-0.0144115338425	b:-0.0112089707664	b:-0.00800640769025	b:-0.0192153784566
OTU150_Spirochaetaceae_unclassified	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-1.38777878078e-18	b:0.0	b:0.0	b:0.0	b:-0.0176140969186	b:-0.0224179415327	b:0.0	b:0.0	b:-0.0144115338425	a:0.0064051261522	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00480384461415	b:-0.0160128153805	b:-0.0512410092176	b:0.0	b:-0.0144115338425	b:0.0	b:-0.0112089707664	b:0.0	b:0.0	b:-0.0128102523044	b:-0.00800640769025	a:0.0032025630761	b:0.0	b:0.0	b:0.0	b:-0.0240192230708	b:0.0
OTU151_Ruminococcaceae_unclassified	c:0.0272217861469	d:0.0	d:0.0	d:0.0	c:0.00960768922831	c:0.0384307569132	d:0.0	d:0.0	d:0.0	c:0.0256205046088	c:0.032025630761	c:0.0032025630761	d:0.0	c:0.0160128153805	c:0.0400320384513	c:0.0368294753752	d:0.0	c:0.0384307569132	d:0.0	c:0.0544435722937	c:0.030424349223	c:0.0192153784566	c:0.0496397276796	d:0.0	c:0.0688551061362	d:0.0	c:0.0288230676849	d:0.0	d:0.0	c:0.0192153784566	c:0.0192153784566	c:0.0208166599947	c:0.00480384461415	d:0.0	c:0.00480384461415	c:0.00480384461415	d:0.0
OTU152_Mitsuokella	b:-0.0112089707664	b:0.0	b:-0.0176140969186	b:-0.0176140969186	b:-0.0128102523044	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0144115338425	b:-0.0064051261522	b:-0.00960768922831	b:0.0	b:-0.0240192230708	b:-0.0464371646035	b:0.0	b:0.0	b:-0.0272217861469	b:0.0	b:-0.0144115338425	b:-0.0128102523044	b:-0.0496397276796	b:-0.0544435722937	b:0.0	b:-0.0176140969186	b:0.0	b:-0.0544435722937	b:0.0	b:0.0	b:-0.0128102523044	b:-0.0192153784566	b:-0.0064051261522	b:-0.00960768922831	b:0.0	b:0.0	b:-0.0208166599947	b:0.0
OTU153_Firmicutes_unclassified	c:0.00800640769025	d:0.0	c:0.0272217861469	c:0.0336269122991	c:0.00960768922831	d:0.0	d:0.0	c:0.0192153784566	d:0.0	c:0.0448358830654	c:0.032025630761	d:0.0	d:0.0	c:0.0176140969186	c:0.0416333199893	c:0.032025630761	d:0.0	c:0.0256205046088	d:0.0	c:0.0720576692123	c:0.0384307569132	c:0.0128102523044	c:0.0496397276796	d:0.0	c:0.0528422907557	d:0.0	c:0.0432346015274	d:0.0	d:0.0	c:0.032025630761	d:0.0	c:0.0288230676849	d:0.0	d:0.0	c:0.0208166599947	c:0.0208166599947	d:0.0
OTU154_Methanomassiliicoccus	c:0.030424349223	d:0.0	c:0.0416333199893	c:0.0128102523044	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	c:0.0144115338425	c:0.0336269122991	d:0.0	d:0.0	c:0.0288230676849	c:0.0608486984459	c:0.0464371646035	d:0.0	c:0.030424349223	d:0.0	c:0.102482018435	c:0.0272217861469	c:0.0288230676849	c:0.0512410092176	d:0.0	c:0.0704563876742	d:0.0	c:0.0384307569132	d:0.0	d:0.0	c:0.0160128153805	d:0.0	c:0.0176140969186	d:0.0	d:0.0	c:0.00480384461415	c:0.00480384461415	c:0.0064051261522
OTU155_Lachnospiraceae_unclassified	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:-0.00160128153805	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0	d:-0.00480384461415	d:0.0	d:0.0	d:0.0	d:0.0	d:0.0
OTU156_Elusimicrobium	c:0.0208166599947	d:0.0	d:0.0	d:0.0	c:0.00960768922831	c:0.00960768922831	c:0.0176140969186	c:0.00960768922831	d:0.0	c:0.0112089707664	c:0.030424349223	c:0.0032025630761	d:0.0	c:0.0128102523044	c:0.0368294753752	c:0.0176140969186	d:0.0	c:0.0208166599947	d:0.0	c:0.0192153784566	c:0.032025630761	c:0.0224179415327	c:0.030424349223	d:0.0	c:0.0464371646035	d:0.0	c:0.0240192230708	d:0.0	c:0.00160128153805	c:0.0192153784566	c:0.0448358830654	c:0.0160128153805	c:0.00480384461415	c:0.0144115338425	c:0.00800640769025	c:0.0064051261522	d:0.0
OTU157_Saccharofermentans	b:-0.0256205046088	b:0.0	b:-0.00800640769025	b:-0.00800640769025	b:-0.00480384461415	b:-0.00480384461415	b:-0.0272217861469	b:-0.0064051261522	b:0.0	b:-0.00800640769025	b:-0.0224179415327	b:-0.00960768922831	b:0.0	b:0.0	b:-0.0064051261522	b:-0.0064051261522	b:0.0	b:-0.0208166599947	b:0.0	a:0.00480384461415	b:-0.0144115338425	b:-0.0176140969186	b:-0.0192153784566	b:0.0	b:-0.0336269122991	b:-0.00160128153805	b:-0.00960768922831	b:0.0	b:-0.00800640769025	b:-0.0032025630761	b:-0.0192153784566	a:0.00800640769025	b:-0.00960768922831	b:-0.0112089707664	b:-0.00800640769025	b:-0.00800640769025	b:-0.0112089707664
OTU158_Clostridiales_unclassified	c:0.0272217861469	d:0.0	c:0.0368294753752	c:0.00480384461415	d:0.0	c:0.0064051261522	d:0.0	d:0.0	d:0.0	c:0.0032025630761	c:0.0272217861469	d:0.0	d:0.0	c:0.0288230676849	c:0.0672538245981	c:0.0400320384513	d:0.0	c:0.0384307569132	d:0.0	c:0.092874329207	c:0.0192153784566	c:0.0256205046088	c:0.0464371646035	d:0.0	c:0.0848679215167	d:0.0	c:0.0384307569132	d:0.0	d:0.0	c:0.0224179415327	d:0.0	c:0.0272217861469	d:0.0	d:0.0	c:0.00480384461415	c:0.00480384461415	d:0.0
OTU159_Lachnospiraceae_unclassified	c:0.0112089707664	d:0.0	c:0.00480384461415	c:0.00480384461415	c:0.00800640769025	c:0.0128102523044	c:0.0224179415327	c:0.00960768922831	d:0.0	c:0.0144115338425	c:0.0368294753752	c:0.0192153784566	d:0.0	c:0.00960768922831	c:0.0336269122991	c:0.0272217861469	d:0.0	c:0.0224179415327	d:0.0	c:0.0368294753752	c:0.0400320384513	c:0.032025630761	c:0.032025630761	d:0.0	c:0.0592474169079	d:0.0	c:0.0224179415327	d:0.0	c:0.0144115338425	c:0.0112089707664	c:0.0160128153805	c:0.0256205046088	c:0.0112089707664	d:0.0	c:0.00800640769025	c:0.0032025630761	c:0.0032025630761
OTU15_Prevotellaceae_unclassified	b:-0.244996075322	b:-0.184147376876	b:-0.145716619963	b:-0.113690989202	b:-0.094475610745	b:-0.0864692030547	b:-0.272217861469	b:-0.0592474169079	b:-0.0752602322884	b:-0.216173007637	b:-0.217774289175	b:-0.120096115354	b:-0.030424349223	b:-0.214571726099	b:-0.179343532262	b:-0.195356347642	b:-0.0720576692123	b:-0.201761473794	b:-0.0720576692123	b:-0.206565318409	b:-0.26261017224	b:-0.201761473794	b:-0.299439647616	b:-0.168134561495	b:-0.220976852251	b:-0.137710212272	b:-0.273819143007	b:-0.0816653584406	b:-0.0768615138264	b:-0.169735843033	b:-0.137710212272	b:-0.179343532262	b:-0.0656525430601	b:-0.171337124571	b:-0.243394793784	b:-0.0704563876742	b:-0.0800640769025
OTU160_Succiniclasticum	b:-0.0112089707664	b:0.0	b:-0.0176140969186	b:-0.00800640769025	b:-0.00480384461415	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.0032025630761	b:-0.0160128153805	b:0.0	b:0.0	b:0.0	b:-0.0176140969186	b:-0.00800640769025	b:0.0	b:-0.0256205046088	b:0.0	a:0.0176140969186	b:-0.00480384461415	b:-0.0288230676849	b:-0.0272217861469	b:0.0	b:-0.0400320384513	b:0.0	b:-0.0160128153805	b:0.0	b:0.0	b:-0.00800640769025	b:-0.00160128153805	b:-0.0144115338425	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU161_Ruminococcus	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0
OTU162_Prevotella	b:-0.0208166599947	b:0.0	b:-0.0112089707664	b:-0.00480384461415	b:-0.00480384461415	b:0.0	b:-0.0160128153805	b:-0.00800640769025	b:0.0	b:-0.0064051261522	a:0.00160128153805	b:-0.0112089707664	b:0.0	b:-0.0176140969186	b:-0.0272217861469	b:-0.0144115338425	b:0.0	b:-0.0160128153805	b:0.0	b:-0.0240192230708	b:-0.0112089707664	b:-0.0400320384513	b:-0.0400320384513	b:0.0	b:-0.0416333199893	b:0.0	b:-0.0192153784566	b:0.0	b:-0.00800640769025	b:0.0	b:-0.0128102523044	b:-0.0208166599947	b:-0.0064051261522	b:0.0	b:-0.0112089707664	b:-0.00800640769025	b:-0.00960768922831
OTU163_Prevotellaceae_unclassified	b:-0.030424349223	b:0.0	b:-0.00480384461415	b:-0.00480384461415	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00800640769025	b:0.0	b:0.0	b:-0.0176140969186	b:-0.0192153784566	b:-0.00800640769025	b:0.0	b:-0.0064051261522	b:0.0	b:0.0	b:-0.030424349223	b:-0.0400320384513	b:-0.0352281938371	b:0.0	b:-0.0336269122991	b:0.0	b:-0.030424349223	b:0.0	b:0.0	b:0.0	b:0.0	b:-0.00960768922831	b:0.0	b:0.0	b:0.0	b:-0.0064051261522	b:0.0
